Contigs id(VIRUS)	Host taxid	pmid	evidence
Epsilonproteobacteria_gi_530280362_386870_414707	1321939	26200428	VirSorter
Epsilonproteobacteria_gi_544887605	1321939	26200428	VirSorter
Epsilonproteobacteria_gi_544889330_0_15098	1352343	26200428	VirSorter
Epsilonproteobacteria_gi_544890110	1352343	26200428	VirSorter
Epsilonproteobacteria_gi_544898238_0_17005	1355531	26200428	VirSorter
Epsilonproteobacteria_gi_544898671_13912_27790	1355531	26200428	VirSorter
Epsilonproteobacteria_gi_526465356_167943_181665	1321941	26200428	VirSorter
Epsilonproteobacteria_gi_529858346_254386_268108	1321938	26200428	VirSorter
Epsilonproteobacteria_gi_558871270	1386083	26200428	VirSorter
Betaproteobacteria_gi_399020337_0_8906	1144319	26200428	VirSorter
Betaproteobacteria_gi_398833554	1144342	26200428	VirSorter
Alphaproteobacteria_gi_584596132	1321371	26200428	VirSorter
Alphaproteobacteria_gi_584596366_8919_59450	1321371	26200428	VirSorter
Betaproteobacteria_gi_388567966	795665	26200428	VirSorter
Betaproteobacteria_gi_388568376_13575_50310	795665	26200428	VirSorter
GOV_bin_631_contig-100_0	1123513	27654921	Tetra
GOV_bin_5914_contig-100_4	1280951	27654921	Tetra
Tp1_138_DCM_0-0d2_scaffold61894_3	1321370	27654921	blastn
Tp1_138_DCM_0-0d2_scaffold61894_3	283942	27654921	blastn
Tp1_138_DCM_0-0d2_scaffold61894_3	1260624	27654921	blastn
Gammaproteobacteria_gi_407794996	740709	26200428	VirSorter
Gammaproteobacteria_gi_407795020	740709	26200428	VirSorter
GOV_bin_2121_contig-100_0	313589	27654921	Tetra
GOV_bin_679_contig-100_0	313589	27654921	Tetra
GOV_bin_3664_contig-100_1	290400	27654921	blastn
Betaproteobacteria_gi_152979768_2003821_2019674	375286	26200428	VirSorter
Tp1_64_MES_0-0d2_scaffold24461_1	504487	27654921	blastn
GOV_bin_3356_contig-100_1	1122128	27654921	Tetra
GOV_bin_3832_contig-100_0	1122128	27654921	Tetra
GOV_bin_4276_contig-100_0	1122128	27654921	Tetra
Tp1_36_SUR_0-0d2_scaffold51258_1	1122128	27654921	Tetra
Alphaproteobacteria_gi_484235208	1122132	26200428	VirSorter
GOV_bin_495_contig-100_0	1122134	27654921	Tetra
GOV_bin_495_contig-100_3	1122134	27654921	Tetra
Tp1_111_MES_0-0d2_scaffold105359_1	1122134	27654921	Tetra
Tp1_111_SUR_0-0d2_scaffold57993_1	1122134	27654921	Tetra
Tp1_85_DCM_0-0d2_C3194997_1	1122134	27654921	Tetra
Tp1_85_MES_0-0d2_scaffold56547_1	1122134	27654921	Tetra
GOV_bin_4958_contig-100_1	523791	27654921	Tetra
Tp1_85_SUR_0-0d2_scaffold58484_2	523791	27654921	Tetra
Betaproteobacteria_gi_485049118_24003_65731	1188007	26200428	VirSorter
Betaproteobacteria_gi_381402495_554374_590902	1150867	26200428	VirSorter
Gammaproteobacteria_gi_423112131	883118	26200428	VirSorter
Gammaproteobacteria_gi_423123271	883121	26200428	VirSorter
Gammaproteobacteria_gi_423123309_1034864_1082210	883125	26200428	VirSorter
Gammaproteobacteria_gi_483979228_0_14190	1134455	26200428	VirSorter
Gammaproteobacteria_gi_483979359_0_36411	1134455	26200428	VirSorter
Gammaproteobacteria_gi_483979653	1134455	26200428	VirSorter
Gammaproteobacteria_gi_397655102_4144569_4177060	1191061	26200428	VirSorter
Gammaproteobacteria_gi_375256816_3813342_3857583	1006551	26200428	VirSorter
Gammaproteobacteria_gi_556469196_2288020_2330979	1328431	26200428	VirSorter
Gammaproteobacteria_gi_485453054_0_25173	1037908	26200428	VirSorter
Gammaproteobacteria_gi_485459497_10836_22384	1074486	26200428	VirSorter
Gammaproteobacteria_gi_485459503	1074486	26200428	VirSorter
Gammaproteobacteria_gi_485459504	1074486	26200428	VirSorter
Gammaproteobacteria_gi_485459567	1074486	26200428	VirSorter
Gammaproteobacteria_gi_485459610_176_4874	1074486	26200428	VirSorter
Gammaproteobacteria_gi_485459631_0_36978	1074486	26200428	VirSorter
Gammaproteobacteria_gi_485459908_152_16200	1074486	26200428	VirSorter
Gammaproteobacteria_gi_520904383	1304918	26200428	VirSorter
Gammaproteobacteria_gi_520904695	1304918	26200428	VirSorter
Gammaproteobacteria_gi_520905188	1304918	26200428	VirSorter
Gammaproteobacteria_gi_520905498	1304916	26200428	VirSorter
Gammaproteobacteria_gi_520905678	1304916	26200428	VirSorter
Gammaproteobacteria_gi_520905738	1304916	26200428	VirSorter
Gammaproteobacteria_gi_520905957	1304916	26200428	VirSorter
Gammaproteobacteria_gi_520903657	1304917	26200428	VirSorter
Gammaproteobacteria_gi_520903954	1304917	26200428	VirSorter
Gammaproteobacteria_gi_520903994	1304917	26200428	VirSorter
Gammaproteobacteria_gi_520906543	1304919	26200428	VirSorter
Gammaproteobacteria_gi_520906673	1304919	26200428	VirSorter
Gammaproteobacteria_gi_550552147	1381121	26200428	VirSorter
Gammaproteobacteria_gi_523683103	1304920	26200428	VirSorter
Gammaproteobacteria_gi_523683158	1304920	26200428	VirSorter
Gammaproteobacteria_gi_523683278	1304920	26200428	VirSorter
Gammaproteobacteria_gi_523683306	1304921	26200428	VirSorter
Gammaproteobacteria_gi_523683413	1304921	26200428	VirSorter
Gammaproteobacteria_gi_523683505	1304921	26200428	VirSorter
Gammaproteobacteria_gi_523683511	1304921	26200428	VirSorter
Gammaproteobacteria_gi_523683578	1304922	26200428	VirSorter
Gammaproteobacteria_gi_523683633	1304922	26200428	VirSorter
Gammaproteobacteria_gi_523683677	1304922	26200428	VirSorter
Gammaproteobacteria_gi_523683695	1304922	26200428	VirSorter
Gammaproteobacteria_gi_523683736_83912_119034	1304923	26200428	VirSorter
Gammaproteobacteria_gi_523683771_6166_25176	1304923	26200428	VirSorter
Gammaproteobacteria_gi_523683815	1304923	26200428	VirSorter
Gammaproteobacteria_gi_523683956_20765_47488	1304923	26200428	VirSorter
Gammaproteobacteria_gi_523683981	1304923	26200428	VirSorter
Gammaproteobacteria_gi_523684047	1304924	26200428	VirSorter
Gammaproteobacteria_gi_523684117	1304924	26200428	VirSorter
Gammaproteobacteria_gi_523684145	1304924	26200428	VirSorter
Gammaproteobacteria_gi_472295859	1276653	26200428	VirSorter
Gammaproteobacteria_gi_472295960	1276653	26200428	VirSorter
Gammaproteobacteria_gi_472296498_6183_25037	1276652	26200428	VirSorter
Gammaproteobacteria_gi_472298405_207854_250236	1276652	26200428	VirSorter
Gammaproteobacteria_gi_472301806	1276652	26200428	VirSorter
Gammaproteobacteria_gi_472285897_350747_393129	1263871	26200428	VirSorter
Gammaproteobacteria_gi_472288398_262370_288094	1263871	26200428	VirSorter
Gammaproteobacteria_gi_472291012	1263871	26200428	VirSorter
Gammaproteobacteria_gi_550711952_1498003_1553973	1328408	26200428	VirSorter
Gammaproteobacteria_gi_556275227	1328416	26200428	VirSorter
Gammaproteobacteria_gi_556266251_1329234_1365848	1328417	26200428	VirSorter
Gammaproteobacteria_gi_556243487_2774713_2815853	1328419	26200428	VirSorter
Gammaproteobacteria_gi_556195968	1328427	26200428	VirSorter
Gammaproteobacteria_gi_556196033	1328427	26200428	VirSorter
Gammaproteobacteria_gi_556447892_1674402_1714894	1328385	26200428	VirSorter
Gammaproteobacteria_gi_550443072_1600311_1637871	1244085	26200428	VirSorter
Gammaproteobacteria_gi_523684996	1284796	26200428	VirSorter
Gammaproteobacteria_gi_523685061_85541_112264	1284796	26200428	VirSorter
Gammaproteobacteria_gi_523685089_94865_113719	1284796	26200428	VirSorter
Gammaproteobacteria_gi_523685159	1284796	26200428	VirSorter
Gammaproteobacteria_gi_523685210	1284796	26200428	VirSorter
Gammaproteobacteria_gi_520888627_420_25794	1284797	26200428	VirSorter
Gammaproteobacteria_gi_520889350	1284798	26200428	VirSorter
Gammaproteobacteria_gi_520889400	1284798	26200428	VirSorter
Gammaproteobacteria_gi_520889514	1284798	26200428	VirSorter
Gammaproteobacteria_gi_520889627_8_26731	1284798	26200428	VirSorter
Gammaproteobacteria_gi_520890109_6160_25014	1284798	26200428	VirSorter
Gammaproteobacteria_gi_520890224_85541_112264	1284799	26200428	VirSorter
Gammaproteobacteria_gi_520890512	1284799	26200428	VirSorter
Gammaproteobacteria_gi_520890569	1284799	26200428	VirSorter
Gammaproteobacteria_gi_520890760	1284799	26200428	VirSorter
Gammaproteobacteria_gi_520891024_188_19198	1284799	26200428	VirSorter
Gammaproteobacteria_gi_520891079	1284799	26200428	VirSorter
Gammaproteobacteria_gi_484157103_33249_64320	1294269	26200428	VirSorter
Gammaproteobacteria_gi_484157113_91823_135974	1294269	26200428	VirSorter
Gammaproteobacteria_gi_449059299_43501_79229	1267897	26200428	VirSorter
Gammaproteobacteria_gi_485452921_5_29473	1037890	26200428	VirSorter
Gammaproteobacteria_gi_485452925_0_19495	1037890	26200428	VirSorter
Gammaproteobacteria_gi_485452988	1037890	26200428	VirSorter
Gammaproteobacteria_gi_485452996	1037890	26200428	VirSorter
Gammaproteobacteria_gi_460067410_0_14125	1236101	26200428	VirSorter
Gammaproteobacteria_gi_460069435	1236101	26200428	VirSorter
Gammaproteobacteria_gi_460069709	1236101	26200428	VirSorter
Gammaproteobacteria_gi_460069859	1236101	26200428	VirSorter
Gammaproteobacteria_gi_460070406	1236101	26200428	VirSorter
Gammaproteobacteria_gi_460070474	1236101	26200428	VirSorter
Gammaproteobacteria_gi_460070536_85625_125555	1236101	26200428	VirSorter
Gammaproteobacteria_gi_530627845_2989291_3034242	1380908	26200428	VirSorter
Gammaproteobacteria_gi_523681683_41_10779	1284834	26200428	VirSorter
Gammaproteobacteria_gi_523681729	1284834	26200428	VirSorter
Gammaproteobacteria_gi_523682055	1284834	26200428	VirSorter
Gammaproteobacteria_gi_523682484	1284834	26200428	VirSorter
Gammaproteobacteria_gi_523684341	1284833	26200428	VirSorter
Gammaproteobacteria_gi_523684725	1284833	26200428	VirSorter
Gammaproteobacteria_gi_523684832	1284833	26200428	VirSorter
Gammaproteobacteria_gi_556495408	1328362	26200428	VirSorter
Gammaproteobacteria_gi_556495416	1328362	26200428	VirSorter
Gammaproteobacteria_gi_556495303_2971089_3013109	1328363	26200428	VirSorter
Gammaproteobacteria_gi_556493183_1172525_1208950	1328365	26200428	VirSorter
Gammaproteobacteria_gi_556493183_273839_318621	1328365	26200428	VirSorter
Gammaproteobacteria_gi_556491654	1328366	26200428	VirSorter
Gammaproteobacteria_gi_556477195_3037211_3076562	1328368	26200428	VirSorter
Gammaproteobacteria_gi_556471373_3036596_3063409	1328374	26200428	VirSorter
Gammaproteobacteria_gi_470931083	1250520	26200428	VirSorter
Gammaproteobacteria_gi_470933712	1250520	26200428	VirSorter
Gammaproteobacteria_gi_484175739_57780_94984	1306950	26200428	VirSorter
Gammaproteobacteria_gi_484175748	1306950	26200428	VirSorter
Gammaproteobacteria_gi_514076114	1267512	26200428	VirSorter
Gammaproteobacteria_gi_514076434	1267512	26200428	VirSorter
Gammaproteobacteria_gi_514077031	1267512	26200428	VirSorter
Gammaproteobacteria_gi_514077890	1267512	26200428	VirSorter
Gammaproteobacteria_gi_514078104	1267512	26200428	VirSorter
Gammaproteobacteria_gi_419763800_481928_521392	1162296	26200428	VirSorter
Gammaproteobacteria_gi_378975690_35748_122824	1125630	26200428	VirSorter
Gammaproteobacteria_gi_378976159_4049962_4084784	1125630	26200428	VirSorter
Gammaproteobacteria_gi_488985661_940_24453	1228988	26200428	VirSorter
Gammaproteobacteria_gi_490362997	1228988	26200428	VirSorter
Gammaproteobacteria_gi_490363435_0_20971	1228988	26200428	VirSorter
Gammaproteobacteria_gi_490364168	1228988	26200428	VirSorter
Gammaproteobacteria_gi_490364340	1228988	26200428	VirSorter
Gammaproteobacteria_gi_490364629_14231_33246	1228988	26200428	VirSorter
Gammaproteobacteria_gi_490364742	1228988	26200428	VirSorter
Gammaproteobacteria_gi_419973158_1165_43547	1087440	26200428	VirSorter
Gammaproteobacteria_gi_419976221_40441_59295	1087440	26200428	VirSorter
Gammaproteobacteria_gi_419976913	1087440	26200428	VirSorter
Gammaproteobacteria_gi_419976935	1087440	26200428	VirSorter
Gammaproteobacteria_gi_419977031	1087440	26200428	VirSorter
Gammaproteobacteria_gi_420018216_1278_43657	1094170	26200428	VirSorter
Gammaproteobacteria_gi_420022245_6503_25356	1094170	26200428	VirSorter
Gammaproteobacteria_gi_420022978	1094170	26200428	VirSorter
Gammaproteobacteria_gi_420023000	1094170	26200428	VirSorter
Gammaproteobacteria_gi_420023105	1094170	26200428	VirSorter
Gammaproteobacteria_gi_420024314_1211_43593	1094171	26200428	VirSorter
Gammaproteobacteria_gi_420027973_40328_59181	1094171	26200428	VirSorter
Gammaproteobacteria_gi_420028710	1094171	26200428	VirSorter
Gammaproteobacteria_gi_420028758	1094171	26200428	VirSorter
Gammaproteobacteria_gi_420028834	1094171	26200428	VirSorter
Gammaproteobacteria_gi_420028954	1094171	26200428	VirSorter
Gammaproteobacteria_gi_420030072_1256_43638	1128946	26200428	VirSorter
Gammaproteobacteria_gi_420033661_40307_59161	1128946	26200428	VirSorter
Gammaproteobacteria_gi_420034564	1128946	26200428	VirSorter
Gammaproteobacteria_gi_420034586	1128946	26200428	VirSorter
Gammaproteobacteria_gi_420034666	1128946	26200428	VirSorter
Gammaproteobacteria_gi_420035178_1221_43601	1128948	26200428	VirSorter
Gammaproteobacteria_gi_420039348_40444_59298	1128948	26200428	VirSorter
Gammaproteobacteria_gi_420040257	1128948	26200428	VirSorter
Gammaproteobacteria_gi_420040276	1128948	26200428	VirSorter
Gammaproteobacteria_gi_420040347	1128948	26200428	VirSorter
Gammaproteobacteria_gi_420041508_1155_43536	1128950	26200428	VirSorter
Gammaproteobacteria_gi_420045223_40268_59122	1128950	26200428	VirSorter
Gammaproteobacteria_gi_420045956	1128950	26200428	VirSorter
Gammaproteobacteria_gi_420045978	1128950	26200428	VirSorter
Gammaproteobacteria_gi_420046060	1128950	26200428	VirSorter
Gammaproteobacteria_gi_420047569_1161_43543	1128951	26200428	VirSorter
Gammaproteobacteria_gi_420051153_40295_59148	1128951	26200428	VirSorter
Gammaproteobacteria_gi_420051704	1128951	26200428	VirSorter
Gammaproteobacteria_gi_420051807	1128951	26200428	VirSorter
Gammaproteobacteria_gi_420051829	1128951	26200428	VirSorter
Gammaproteobacteria_gi_420051870	1128951	26200428	VirSorter
Gammaproteobacteria_gi_420053273_1200_43581	1128952	26200428	VirSorter
Gammaproteobacteria_gi_420056786_6478_25332	1128952	26200428	VirSorter
Gammaproteobacteria_gi_420057438	1128952	26200428	VirSorter
Gammaproteobacteria_gi_420057460	1128952	26200428	VirSorter
Gammaproteobacteria_gi_420057541	1128952	26200428	VirSorter
Gammaproteobacteria_gi_420058116_1051_43430	1128953	26200428	VirSorter
Gammaproteobacteria_gi_420061926_40183_59035	1128953	26200428	VirSorter
Gammaproteobacteria_gi_420062944	1128953	26200428	VirSorter
Gammaproteobacteria_gi_420063012	1128953	26200428	VirSorter
Gammaproteobacteria_gi_420063193	1128953	26200428	VirSorter
Gammaproteobacteria_gi_419978343_1257_43639	1087441	26200428	VirSorter
Gammaproteobacteria_gi_419981915_40335_59189	1087441	26200428	VirSorter
Gammaproteobacteria_gi_419982650	1087441	26200428	VirSorter
Gammaproteobacteria_gi_419982672	1087441	26200428	VirSorter
Gammaproteobacteria_gi_419982761	1087441	26200428	VirSorter
Gammaproteobacteria_gi_420064403_1230_43608	1128954	26200428	VirSorter
Gammaproteobacteria_gi_420068168_6574_25428	1128954	26200428	VirSorter
Gammaproteobacteria_gi_420068910	1128954	26200428	VirSorter
Gammaproteobacteria_gi_420068929	1128954	26200428	VirSorter
Gammaproteobacteria_gi_420068969	1128954	26200428	VirSorter
Gammaproteobacteria_gi_420070280_171969_214351	1168062	26200428	VirSorter
Gammaproteobacteria_gi_420073610_6640_25494	1168062	26200428	VirSorter
Gammaproteobacteria_gi_420074569	1168062	26200428	VirSorter
Gammaproteobacteria_gi_420074591	1168062	26200428	VirSorter
Gammaproteobacteria_gi_420079347_40469_59322	1168063	26200428	VirSorter
Gammaproteobacteria_gi_420079881_1511_45160	1168063	26200428	VirSorter
Gammaproteobacteria_gi_420080498	1168063	26200428	VirSorter
Gammaproteobacteria_gi_420080520	1168063	26200428	VirSorter
Gammaproteobacteria_gi_420080618	1168063	26200428	VirSorter
Gammaproteobacteria_gi_420083302_6468_25320	1168064	26200428	VirSorter
Gammaproteobacteria_gi_420083990_1592_45172	1168064	26200428	VirSorter
Gammaproteobacteria_gi_420085575	1168064	26200428	VirSorter
Gammaproteobacteria_gi_420085889	1168064	26200428	VirSorter
Gammaproteobacteria_gi_420085953	1168064	26200428	VirSorter
Gammaproteobacteria_gi_419983728_1227_43609	1087443	26200428	VirSorter
Gammaproteobacteria_gi_419988293	1087443	26200428	VirSorter
Gammaproteobacteria_gi_419988315	1087443	26200428	VirSorter
Gammaproteobacteria_gi_419988412	1087443	26200428	VirSorter
Gammaproteobacteria_gi_419988504	1087443	26200428	VirSorter
Gammaproteobacteria_gi_419989780_1155_43537	1087444	26200428	VirSorter
Gammaproteobacteria_gi_419993014_40297_59151	1087444	26200428	VirSorter
Gammaproteobacteria_gi_419994117	1087444	26200428	VirSorter
Gammaproteobacteria_gi_419994139	1087444	26200428	VirSorter
Gammaproteobacteria_gi_419994263	1087444	26200428	VirSorter
Gammaproteobacteria_gi_419995659_1251_43633	1087445	26200428	VirSorter
Gammaproteobacteria_gi_419999242_6593_25447	1087445	26200428	VirSorter
Gammaproteobacteria_gi_419999910	1087445	26200428	VirSorter
Gammaproteobacteria_gi_419999932	1087445	26200428	VirSorter
Gammaproteobacteria_gi_420000072	1087445	26200428	VirSorter
Gammaproteobacteria_gi_420000569_1142_43522	1094167	26200428	VirSorter
Gammaproteobacteria_gi_420005011_40314_59167	1094167	26200428	VirSorter
Gammaproteobacteria_gi_420005770	1094167	26200428	VirSorter
Gammaproteobacteria_gi_420005789	1094167	26200428	VirSorter
Gammaproteobacteria_gi_420005829	1094167	26200428	VirSorter
Gammaproteobacteria_gi_420007522_217577_259957	1094168	26200428	VirSorter
Gammaproteobacteria_gi_420010604_40275_59128	1094168	26200428	VirSorter
Gammaproteobacteria_gi_420011447	1094168	26200428	VirSorter
Gammaproteobacteria_gi_420011469	1094168	26200428	VirSorter
Gammaproteobacteria_gi_420011577	1094168	26200428	VirSorter
Gammaproteobacteria_gi_420011682	1094168	26200428	VirSorter
Gammaproteobacteria_gi_420013131_1262_43644	1094169	26200428	VirSorter
Gammaproteobacteria_gi_420016895_6525_25379	1094169	26200428	VirSorter
Gammaproteobacteria_gi_420017436	1094169	26200428	VirSorter
Gammaproteobacteria_gi_420017458	1094169	26200428	VirSorter
Gammaproteobacteria_gi_420017516	1094169	26200428	VirSorter
Gammaproteobacteria_gi_484107677	1177153	26200428	VirSorter
Gammaproteobacteria_gi_544772957	1341693	26200428	VirSorter
Gammaproteobacteria_gi_544772975	1341693	26200428	VirSorter
Gammaproteobacteria_gi_544772989_129350_148204	1341693	26200428	VirSorter
Gammaproteobacteria_gi_485051096	1212766	26200428	VirSorter
Gammaproteobacteria_gi_485051143	1212766	26200428	VirSorter
Gammaproteobacteria_gi_421909911	1185419	26200428	VirSorter
Gammaproteobacteria_gi_421911146_14084_33094	1185419	26200428	VirSorter
Gammaproteobacteria_gi_421912220	1185419	26200428	VirSorter
Gammaproteobacteria_gi_421913411	1185419	26200428	VirSorter
Gammaproteobacteria_gi_421913615_10310_56262	1185419	26200428	VirSorter
Gammaproteobacteria_gi_421914088	1185420	26200428	VirSorter
Gammaproteobacteria_gi_421915755_10236_47317	1185420	26200428	VirSorter
Gammaproteobacteria_gi_421916668	1185420	26200428	VirSorter
Gammaproteobacteria_gi_421918113	1185420	26200428	VirSorter
Gammaproteobacteria_gi_421918613_14242_33096	1185420	26200428	VirSorter
Gammaproteobacteria_gi_428148339	1185418	26200428	VirSorter
Gammaproteobacteria_gi_428149153_14279_33133	1185418	26200428	VirSorter
Gammaproteobacteria_gi_428151337_10236_53780	1185418	26200428	VirSorter
Gammaproteobacteria_gi_428152426	1185418	26200428	VirSorter
Gammaproteobacteria_gi_428152648	1185418	26200428	VirSorter
Gammaproteobacteria_gi_544812099	1343063	26200428	VirSorter
Gammaproteobacteria_gi_544812130	1343063	26200428	VirSorter
Gammaproteobacteria_gi_544812149	1343063	26200428	VirSorter
Gammaproteobacteria_gi_544812319	1343063	26200428	VirSorter
Gammaproteobacteria_gi_544812333	1343063	26200428	VirSorter
Gammaproteobacteria_gi_425074128_1755984_1790248	1203544	26200428	VirSorter
Gammaproteobacteria_gi_425079304_1056216_1103078	1203545	26200428	VirSorter
Gammaproteobacteria_gi_425084600_1944501_1978765	1203546	26200428	VirSorter
Gammaproteobacteria_gi_425084600_4230163_4302681	1203546	26200428	VirSorter
Gammaproteobacteria_gi_425089767_2720807_2769840	1203547	26200428	VirSorter
Gammaproteobacteria_gi_425094960_53510_86687	1203547	26200428	VirSorter
Gammaproteobacteria_gi_262045650	667127	26200428	VirSorter
Gammaproteobacteria_gi_262045653	667127	26200428	VirSorter
Gammaproteobacteria_gi_262045654	667127	26200428	VirSorter
Gammaproteobacteria_gi_556422501_3214257_3273495	1328390	26200428	VirSorter
Gammaproteobacteria_gi_556403725_2651056_2698189	1328391	26200428	VirSorter
Gammaproteobacteria_gi_556366593_2983700_3027266	1328394	26200428	VirSorter
Gammaproteobacteria_gi_523686509	1284814	26200428	VirSorter
Gammaproteobacteria_gi_523686512	1284814	26200428	VirSorter
Gammaproteobacteria_gi_523686591	1284814	26200428	VirSorter
Gammaproteobacteria_gi_523670479	1284811	26200428	VirSorter
Gammaproteobacteria_gi_523670518	1284811	26200428	VirSorter
Gammaproteobacteria_gi_523670534	1284811	26200428	VirSorter
Gammaproteobacteria_gi_520898957_109269_144409	1284809	26200428	VirSorter
Gammaproteobacteria_gi_520898957_6160_25014	1284809	26200428	VirSorter
Gammaproteobacteria_gi_520899284_85541_112264	1284809	26200428	VirSorter
Gammaproteobacteria_gi_520899785	1284809	26200428	VirSorter
Gammaproteobacteria_gi_523676501	1284823	26200428	VirSorter
Gammaproteobacteria_gi_523676547	1284823	26200428	VirSorter
Gammaproteobacteria_gi_523676561	1284823	26200428	VirSorter
Gammaproteobacteria_gi_523676565	1284823	26200428	VirSorter
Gammaproteobacteria_gi_523686317	1284790	26200428	VirSorter
Gammaproteobacteria_gi_523686419	1284790	26200428	VirSorter
Gammaproteobacteria_gi_523686459	1284790	26200428	VirSorter
Gammaproteobacteria_gi_520898000	1284808	26200428	VirSorter
Gammaproteobacteria_gi_520898076	1284808	26200428	VirSorter
Gammaproteobacteria_gi_520898513_59437_97613	1284808	26200428	VirSorter
Gammaproteobacteria_gi_520894058	1284804	26200428	VirSorter
Gammaproteobacteria_gi_520894604	1284804	26200428	VirSorter
Gammaproteobacteria_gi_520894632	1284804	26200428	VirSorter
Gammaproteobacteria_gi_520895009	1284804	26200428	VirSorter
Gammaproteobacteria_gi_523670247	1284810	26200428	VirSorter
Gammaproteobacteria_gi_523670252	1284810	26200428	VirSorter
Gammaproteobacteria_gi_523670456	1284810	26200428	VirSorter
Gammaproteobacteria_gi_520895229_109269_144391	1284805	26200428	VirSorter
Gammaproteobacteria_gi_520895229_6160_25014	1284805	26200428	VirSorter
Gammaproteobacteria_gi_520895533_85541_112264	1284805	26200428	VirSorter
Gammaproteobacteria_gi_520895591	1284805	26200428	VirSorter
Gammaproteobacteria_gi_520895862	1284805	26200428	VirSorter
Gammaproteobacteria_gi_520901793_43423_79658	1284818	26200428	VirSorter
Gammaproteobacteria_gi_520896534_109275_144415	1284806	26200428	VirSorter
Gammaproteobacteria_gi_520896534_6166_25020	1284806	26200428	VirSorter
Gammaproteobacteria_gi_520896976	1284806	26200428	VirSorter
Gammaproteobacteria_gi_520897023_85541_112264	1284806	26200428	VirSorter
Gammaproteobacteria_gi_523676119	1284820	26200428	VirSorter
Gammaproteobacteria_gi_523676120_66511_93225	1284820	26200428	VirSorter
Gammaproteobacteria_gi_523676144	1284820	26200428	VirSorter
Gammaproteobacteria_gi_523676202_109269_144391	1284820	26200428	VirSorter
Gammaproteobacteria_gi_523676202_6160_25014	1284820	26200428	VirSorter
Gammaproteobacteria_gi_510824215	1284788	26200428	VirSorter
Gammaproteobacteria_gi_510824268	1284788	26200428	VirSorter
Gammaproteobacteria_gi_510824578	1284788	26200428	VirSorter
Gammaproteobacteria_gi_523675727	1284815	26200428	VirSorter
Gammaproteobacteria_gi_523675784	1284815	26200428	VirSorter
Gammaproteobacteria_gi_523675791	1284815	26200428	VirSorter
Gammaproteobacteria_gi_523675852	1284815	26200428	VirSorter
Gammaproteobacteria_gi_523675913	1284816	26200428	VirSorter
Gammaproteobacteria_gi_523675916	1284816	26200428	VirSorter
Gammaproteobacteria_gi_523676017	1284816	26200428	VirSorter
Gammaproteobacteria_gi_523676022	1284816	26200428	VirSorter
Gammaproteobacteria_gi_523675479	1284813	26200428	VirSorter
Gammaproteobacteria_gi_523675566	1284813	26200428	VirSorter
Gammaproteobacteria_gi_523675662	1284813	26200428	VirSorter
Gammaproteobacteria_gi_523675703	1284813	26200428	VirSorter
Gammaproteobacteria_gi_520881093	1284789	26200428	VirSorter
Gammaproteobacteria_gi_520882732	1284789	26200428	VirSorter
Gammaproteobacteria_gi_520882848	1284789	26200428	VirSorter
Gammaproteobacteria_gi_523687267	1284821	26200428	VirSorter
Gammaproteobacteria_gi_523687353	1284821	26200428	VirSorter
Gammaproteobacteria_gi_523687381	1284821	26200428	VirSorter
Gammaproteobacteria_gi_523687400	1284821	26200428	VirSorter
Gammaproteobacteria_gi_520897297	1284807	26200428	VirSorter
Gammaproteobacteria_gi_520897374	1284807	26200428	VirSorter
Gammaproteobacteria_gi_520897593	1284807	26200428	VirSorter
Gammaproteobacteria_gi_520897631	1284807	26200428	VirSorter
Gammaproteobacteria_gi_523685516_83898_119020	1284822	26200428	VirSorter
Gammaproteobacteria_gi_523685584_85541_112264	1284822	26200428	VirSorter
Gammaproteobacteria_gi_523685610	1284822	26200428	VirSorter
Gammaproteobacteria_gi_523685752_6164_25174	1284822	26200428	VirSorter
Gammaproteobacteria_gi_520892177	1284802	26200428	VirSorter
Gammaproteobacteria_gi_520892187	1284802	26200428	VirSorter
Gammaproteobacteria_gi_520892236	1284802	26200428	VirSorter
Gammaproteobacteria_gi_520892570	1284802	26200428	VirSorter
Gammaproteobacteria_gi_523684181_193_19203	1284787	26200428	VirSorter
Gammaproteobacteria_gi_523684210_85541_112264	1284787	26200428	VirSorter
Gammaproteobacteria_gi_523684253	1284787	26200428	VirSorter
Gammaproteobacteria_gi_523684289_0_35115	1284787	26200428	VirSorter
Gammaproteobacteria_gi_523686783	1284819	26200428	VirSorter
Gammaproteobacteria_gi_523686831_6162_25172	1284819	26200428	VirSorter
Gammaproteobacteria_gi_523686869_85541_112264	1284819	26200428	VirSorter
Gammaproteobacteria_gi_523686942_83912_119034	1284819	26200428	VirSorter
Gammaproteobacteria_gi_520883794	1284791	26200428	VirSorter
Gammaproteobacteria_gi_520884196	1284791	26200428	VirSorter
Gammaproteobacteria_gi_520884233	1284791	26200428	VirSorter
Gammaproteobacteria_gi_523685237	1284801	26200428	VirSorter
Gammaproteobacteria_gi_523685383_85543_112257	1284801	26200428	VirSorter
Gammaproteobacteria_gi_523685392_196_19206	1284801	26200428	VirSorter
Gammaproteobacteria_gi_523685403_0_35121	1284801	26200428	VirSorter
Gammaproteobacteria_gi_523685993_30502_66737	1284817	26200428	VirSorter
Gammaproteobacteria_gi_520893480_85541_112264	1284803	26200428	VirSorter
Gammaproteobacteria_gi_520893513	1284803	26200428	VirSorter
